,vote
2498,trump
2499,biden
2500,trump
2501,biden
2502,biden
2503,biden
2504,trump
2505,trump
2506,trump
2507,biden
2508,trump
2509,biden
2510,biden
2511,trump
2512,biden
2513,biden
2514,trump
2515,biden
2516,trump
2517,trump
2518,biden
2519,biden
2520,trump
2521,trump
2522,biden
2523,biden
2524,trump
2525,trump
2526,trump
2527,trump
2528,biden
2529,biden
2530,trump
2531,biden
2532,trump
2533,biden
2534,biden
2535,biden
2536,biden
2537,trump
2538,trump
2539,trump
2540,trump
2541,trump
2542,biden
2543,trump
2544,trump
2545,trump
2546,biden
2547,biden
2548,trump
2549,trump
2550,trump
2551,trump
2552,trump
2553,trump
2554,biden
2555,trump
2556,trump
2557,biden
2558,biden
2559,biden
2560,biden
2561,biden
2562,biden
2563,trump
2564,trump
2565,trump
2566,biden
2567,trump
2568,biden
2569,trump
2570,biden
2571,trump
2572,biden
2573,trump
2574,biden
2575,trump
2576,biden
2577,biden
2578,trump
2579,trump
2580,trump
2581,trump
2582,biden
2583,trump
2584,trump
2585,biden
2586,trump
2587,trump
2588,biden
2589,biden
2590,biden
2591,trump
2592,trump
2593,biden
2594,trump
2595,trump
2596,biden
2597,trump
2598,biden
2599,biden
2600,biden
2601,biden
2602,trump
2603,biden
2604,trump
2605,trump
2606,biden
2607,trump
2608,biden
2609,trump
2610,trump
2611,trump
2612,biden
2613,trump
2614,biden
2615,biden
2616,trump
2617,biden
2618,biden
2619,biden
2620,trump
2621,trump
2622,biden
2623,trump
2624,trump
2625,trump
2626,biden
2627,biden
2628,biden
2629,trump
2630,trump
2631,trump
2632,trump
2633,biden
2634,biden
2635,trump
2636,biden
2637,trump
2638,biden
2639,biden
2640,trump
2641,trump
2642,biden
2643,trump
2644,trump
2645,trump
2646,biden
2647,biden
2648,trump
2649,trump
2650,trump
2651,biden
2652,trump
2653,biden
2654,biden
2655,trump
2656,trump
2657,biden
2658,biden
2659,trump
2660,trump
2661,biden
2662,trump
2663,trump
2664,biden
2665,biden
2666,biden
2667,biden
2668,biden
2669,biden
2670,trump
2671,trump
2672,biden
2673,biden
2674,biden
2675,trump
2676,biden
2677,biden
2678,biden
2679,biden
2680,biden
2681,trump
2682,trump
2683,biden
2684,trump
2685,biden
2686,biden
2687,trump
2688,trump
2689,trump
2690,biden
2691,biden
2692,trump
2693,biden
2694,biden
2695,biden
2696,trump
2697,trump
2698,trump
2699,trump
2700,biden
2701,biden
2702,biden
2703,trump
2704,biden
2705,trump
2706,biden
2707,biden
2708,trump
2709,biden
2710,biden
2711,trump
2712,trump
2713,trump
2714,biden
2715,biden
2716,trump
2717,trump
2718,trump
2719,trump
2720,biden
2721,trump
2722,biden
2723,biden
2724,trump
2725,biden
2726,biden
2727,trump
2728,biden
2729,trump
2730,trump
2731,trump
2732,biden
2733,trump
2734,trump
2735,biden
2736,trump
2737,trump
2738,biden
2739,trump
2740,biden
2741,trump
2742,trump
2743,biden
2744,trump
2745,biden
2746,trump
2747,biden
2748,biden
2749,biden
2750,biden
2751,biden
2752,biden
2753,trump
2754,biden
2755,biden
2756,biden
2757,biden
2758,trump
2759,biden
2760,trump
2761,trump
2762,biden
2763,biden
2764,biden
2765,trump
2766,biden
2767,trump
2768,biden
2769,trump
2770,trump
2771,trump
2772,trump
2773,trump
2774,trump
2775,trump
2776,trump
2777,trump
2778,biden
2779,biden
2780,trump
2781,biden
2782,biden
2783,biden
2784,biden
2785,biden
2786,biden
2787,biden
2788,trump
2789,trump
2790,trump
2791,biden
2792,trump
2793,trump
2794,biden
2795,trump
2796,trump
2797,biden
2798,trump
2799,trump
2800,trump
2801,trump
2802,biden
2803,trump
2804,trump
2805,biden
2806,biden
2807,trump
2808,trump
2809,biden
2810,trump
2811,biden
2812,biden
2813,trump
2814,biden
2815,trump
2816,biden
2817,trump
2818,biden
2819,biden
2820,biden
2821,biden
2822,trump
2823,trump
2824,trump
2825,trump
2826,biden
2827,biden
2828,trump
2829,trump
2830,trump
2831,biden
2832,trump
2833,biden
2834,trump
2835,biden
2836,biden
2837,trump
2838,trump
2839,biden
2840,biden
2841,trump
2842,trump
2843,biden
2844,trump
2845,trump
2846,trump
2847,biden
2848,biden
2849,trump
2850,trump
2851,biden
2852,trump
2853,biden
2854,biden
2855,biden
2856,trump
2857,trump
2858,biden
2859,biden
2860,biden
2861,biden
2862,biden
2863,trump
2864,biden
2865,biden
2866,biden
2867,trump
2868,biden
2869,biden
2870,trump
2871,biden
2872,biden
2873,trump
2874,biden
2875,biden
2876,trump
2877,trump
2878,trump
2879,biden
2880,biden
2881,biden
2882,biden
2883,trump
2884,biden
2885,trump
2886,trump
2887,biden
2888,trump
2889,trump
2890,trump
2891,trump
2892,trump
2893,trump
2894,trump
2895,biden
2896,trump
2897,trump
2898,trump
2899,biden
2900,biden
2901,trump
2902,biden
2903,trump
2904,biden
2905,trump
2906,trump
2907,trump
2908,biden
2909,trump
2910,trump
2911,biden
2912,biden
2913,biden
2914,trump
2915,trump
2916,trump
2917,trump
2918,biden
2919,biden
2920,biden
2921,biden
2922,biden
2923,biden
2924,biden
2925,trump
2926,biden
2927,trump
2928,biden
2929,biden
2930,biden
2931,trump
2932,trump
2933,trump
2934,biden
2935,trump
2936,trump
2937,biden
2938,biden
2939,biden
2940,trump
2941,biden
2942,biden
2943,biden
2944,trump
2945,biden
2946,biden
2947,biden
2948,trump
2949,biden
2950,trump
2951,trump
2952,trump
2953,biden
2954,biden
2955,biden
2956,trump
2957,biden
2958,trump
2959,biden
2960,biden
2961,trump
2962,trump
2963,biden
2964,trump
2965,trump
2966,biden
2967,trump
2968,biden
2969,biden
2970,biden
2971,biden
2972,biden
2973,trump
2974,biden
2975,biden
2976,biden
2977,trump
2978,biden
2979,trump
2980,trump
2981,trump
2982,biden
2983,trump
2984,trump
2985,biden
2986,biden
2987,biden
2988,trump
2989,trump
2990,biden
2991,trump
2992,biden
2993,biden
2994,biden
2995,trump
2996,biden
2997,biden
2998,biden
2999,trump
3000,trump
3001,biden
3002,biden
3003,biden
3004,trump
3005,biden
3006,biden
3007,trump
3008,trump
3009,trump
3010,trump
3011,trump
3012,trump
3013,biden
3014,biden
3015,trump
3016,trump
3017,trump
3018,biden
3019,trump
3020,biden
3021,trump
3022,trump
3023,trump
3024,trump
3025,trump
3026,biden
3027,trump
3028,trump
3029,biden
3030,biden
3031,biden
3032,trump
3033,trump
3034,biden
3035,biden
3036,trump
3037,biden
3038,trump
3039,biden
3040,trump
3041,trump
3042,trump
3043,trump
3044,biden
3045,trump
3046,trump
3047,biden
3048,trump
3049,trump
3050,trump
3051,biden
3052,trump
3053,biden
3054,biden
3055,trump
3056,trump
3057,trump
3058,trump
3059,biden
3060,biden
3061,biden
3062,biden
3063,trump
3064,trump
3065,trump
3066,biden
3067,trump
3068,trump
3069,biden
3070,trump
3071,trump
3072,trump
3073,biden
3074,trump
3075,biden
3076,biden
3077,trump
3078,trump
3079,biden
3080,biden
3081,biden
3082,biden
3083,trump
3084,trump
3085,trump
3086,trump
3087,trump
3088,biden
3089,trump
3090,trump
3091,trump
3092,biden
3093,biden
3094,biden
3095,trump
3096,trump
3097,trump
3098,trump
3099,trump
3100,biden
3101,trump
3102,trump
3103,biden
3104,biden
3105,trump
3106,biden
3107,trump
3108,trump
3109,biden
3110,biden
3111,trump
3112,biden
3113,biden
3114,biden
3115,trump
3116,trump
3117,biden
3118,trump
3119,trump
3120,trump
3121,biden
3122,biden
3123,trump
3124,biden
3125,trump
3126,trump
3127,biden
3128,trump
3129,biden
3130,trump
3131,trump
3132,biden
3133,biden
3134,biden
3135,trump
3136,trump
3137,trump
3138,trump
3139,biden
3140,biden
3141,trump
3142,trump
3143,trump
3144,trump
3145,biden
3146,trump
3147,trump
3148,trump
3149,biden
3150,trump
3151,trump
3152,trump
3153,biden
3154,trump
3155,trump
3156,trump
3157,trump
3158,trump
3159,biden
3160,biden
3161,trump
3162,trump
3163,biden
3164,trump
3165,trump
3166,biden
3167,biden
3168,biden
3169,biden
3170,biden
3171,trump
3172,trump
3173,trump
3174,biden
3175,trump
3176,trump
3177,trump
3178,trump
3179,biden
3180,biden
3181,biden
3182,biden
3183,trump
3184,trump
3185,trump
3186,trump
3187,trump
3188,biden
3189,biden
3190,biden
3191,biden
3192,trump
3193,trump
3194,trump
3195,trump
3196,trump
3197,biden
3198,trump
3199,biden
3200,biden
3201,trump
3202,trump
3203,biden
3204,trump
3205,biden
3206,trump
3207,biden
3208,trump
3209,trump
3210,biden
3211,biden
3212,biden
3213,trump
3214,trump
3215,trump
3216,biden
3217,biden
3218,biden
3219,trump
3220,trump
3221,biden
3222,biden
3223,biden
3224,trump
3225,trump
3226,trump
3227,trump
3228,trump
3229,trump
3230,trump
3231,trump
3232,biden
3233,biden
3234,biden
3235,trump
3236,biden
3237,trump
3238,biden
3239,biden
3240,trump
3241,biden
3242,biden
3243,trump
3244,trump
3245,trump
3246,biden
3247,biden
3248,trump
3249,trump
3250,trump
3251,trump
3252,trump
3253,biden
3254,trump
3255,trump
3256,biden
3257,trump
3258,trump
3259,biden
3260,biden
3261,trump
3262,biden
3263,biden
3264,biden
3265,biden
3266,biden
3267,biden
3268,biden
3269,trump
3270,trump
3271,trump
3272,biden
3273,biden
3274,trump
3275,trump
3276,biden
3277,biden
3278,trump
3279,trump
3280,trump
3281,trump
3282,trump
3283,trump
3284,biden
3285,trump
3286,biden
3287,biden
3288,biden
3289,biden
3290,biden
3291,trump
3292,biden
3293,biden
3294,trump
3295,biden
3296,biden
3297,trump
3298,biden
3299,biden
3300,biden
3301,trump
3302,trump
3303,trump
3304,biden
3305,trump
3306,biden
3307,trump
3308,biden
3309,trump
3310,trump
3311,biden
3312,biden
3313,trump
3314,trump
3315,trump
3316,biden
3317,trump
3318,trump
3319,biden
3320,trump
3321,biden
3322,biden
3323,biden
3324,trump
3325,biden
3326,biden
3327,trump
3328,trump
3329,biden
3330,biden
3331,trump
3332,biden
3333,biden
3334,trump
3335,trump
3336,trump
3337,trump
3338,biden
3339,biden
3340,biden
3341,trump
3342,trump
3343,trump
3344,biden
3345,trump
3346,biden
3347,trump
3348,trump
3349,biden
3350,biden
3351,trump
3352,trump
3353,biden
3354,biden
3355,biden
3356,trump
3357,trump
3358,trump
3359,biden
3360,trump
3361,biden
3362,trump
3363,trump
3364,trump
3365,biden
3366,biden
3367,trump
3368,biden
3369,biden
3370,biden
3371,trump
3372,trump
3373,biden
3374,biden
3375,trump
3376,trump
3377,biden
3378,trump
3379,trump
3380,trump
3381,biden
3382,trump
3383,biden
3384,trump
3385,trump
3386,trump
3387,trump
3388,trump
3389,biden
3390,biden
3391,trump
3392,trump
3393,biden
3394,trump
3395,trump
3396,trump
3397,trump
3398,trump
3399,biden
3400,trump
3401,biden
3402,biden
3403,biden
3404,trump
3405,biden
3406,trump
3407,biden
3408,trump
3409,biden
3410,biden
3411,biden
3412,biden
3413,trump
3414,trump
3415,biden
3416,biden
3417,trump
3418,biden
3419,trump
3420,trump
3421,biden
3422,biden
3423,trump
3424,biden
3425,trump
3426,trump
3427,biden
3428,trump
3429,trump
3430,biden
3431,biden
3432,biden
3433,biden
3434,biden
3435,trump
3436,biden
3437,trump
3438,trump
3439,trump
3440,biden
3441,trump
3442,trump
3443,trump
3444,biden
3445,biden
3446,trump
3447,trump
3448,trump
3449,biden
3450,biden
3451,trump
3452,biden
3453,trump
3454,trump
3455,trump
3456,biden
3457,trump
3458,biden
3459,biden
3460,biden
3461,trump
3462,trump
3463,biden
3464,biden
3465,biden
3466,trump
3467,trump
3468,trump
3469,trump
3470,trump
3471,biden
3472,trump
3473,biden
3474,biden
3475,trump
3476,trump
3477,trump
3478,biden
3479,trump
3480,biden
3481,biden
3482,trump
3483,biden
3484,trump
3485,biden
3486,trump
3487,biden
3488,biden
3489,trump
3490,biden
3491,trump
3492,biden
3493,trump
3494,trump
3495,biden
3496,trump
3497,trump
3498,trump
3499,biden
3500,biden
3501,biden
3502,biden
3503,biden
3504,biden
3505,trump
3506,trump
3507,biden
3508,trump
3509,trump
3510,trump
3511,biden
3512,trump
3513,trump
3514,biden
3515,trump
3516,biden
3517,biden
3518,biden
3519,biden
3520,biden
3521,biden
3522,trump
3523,trump
3524,biden
3525,biden
3526,trump
3527,trump
3528,trump
3529,trump
3530,biden
3531,trump
3532,trump
3533,biden
3534,trump
3535,trump
3536,trump
3537,trump
3538,biden
3539,biden
3540,trump
3541,trump
3542,biden
3543,biden
3544,trump
3545,biden
3546,biden
3547,trump
3548,biden
3549,trump
3550,trump
3551,biden
3552,biden
3553,biden
3554,biden
3555,biden
3556,biden
3557,trump
3558,trump
3559,biden
3560,biden
3561,trump
3562,biden
3563,trump
3564,biden
3565,trump
3566,trump
3567,trump
3568,trump
3569,trump
3570,biden
3571,biden
3572,trump
3573,biden
3574,trump
3575,trump
3576,biden
3577,biden
3578,trump
3579,biden
3580,trump
3581,biden
3582,trump
3583,trump
3584,trump
3585,trump
3586,biden
3587,trump
3588,biden
3589,biden
3590,trump
3591,biden
3592,trump
3593,biden
3594,biden
3595,biden
3596,biden
3597,biden
3598,biden
3599,biden
3600,biden
3601,biden
3602,biden
3603,biden
3604,trump
3605,biden
3606,trump
3607,biden
3608,trump
3609,trump
3610,trump
3611,biden
3612,trump
3613,biden
3614,biden
3615,biden
3616,trump
3617,biden
3618,biden
3619,biden
3620,biden
3621,biden
3622,trump
3623,biden
3624,trump
3625,trump
3626,biden
3627,biden
3628,biden
3629,trump
3630,trump
3631,trump
3632,biden
3633,biden
3634,biden
3635,biden
3636,biden
3637,trump
3638,trump
3639,biden
3640,biden
3641,biden
3642,trump
3643,trump
3644,trump
3645,biden
3646,trump
3647,trump
3648,trump
3649,biden
3650,trump
3651,trump
3652,biden
3653,trump
3654,trump
3655,trump
3656,trump
3657,biden
3658,biden
3659,trump
3660,biden
3661,trump
3662,biden
3663,biden
3664,biden
3665,biden
3666,trump
3667,biden
3668,trump
3669,trump
3670,trump
3671,trump
3672,biden
3673,trump
3674,biden
3675,trump
3676,biden
3677,trump
3678,biden
3679,trump
3680,trump
3681,trump
3682,biden
3683,trump
3684,trump
3685,trump
3686,trump
3687,biden
3688,trump
3689,trump
3690,biden
3691,trump
3692,trump
3693,biden
3694,biden
3695,biden
3696,biden
3697,trump
3698,biden
3699,biden
3700,biden
3701,biden
3702,biden
3703,trump
3704,trump
3705,trump
3706,trump
3707,trump
3708,trump
3709,biden
3710,trump
3711,trump
3712,biden
3713,trump
3714,trump
3715,trump
3716,biden
3717,biden
3718,trump
3719,trump
3720,trump
3721,biden
3722,trump
3723,trump
3724,biden
3725,biden
3726,trump
3727,biden
3728,biden
3729,biden
3730,trump
3731,biden
3732,biden
3733,trump
3734,biden
3735,trump
3736,trump
3737,biden
3738,trump
3739,biden
3740,trump
3741,trump
3742,biden
3743,trump
3744,biden
3745,biden
3746,trump
3747,trump
3748,biden
3749,biden
3750,biden
3751,trump
3752,trump
3753,trump
3754,trump
3755,trump
3756,trump
3757,biden
3758,trump
3759,trump
3760,biden
3761,trump
3762,biden
3763,biden
3764,biden
3765,biden
3766,trump
3767,trump
3768,biden
3769,biden
3770,trump
3771,biden
3772,trump
3773,trump
3774,trump
3775,biden
3776,biden
3777,trump
3778,trump
3779,trump
3780,biden
3781,biden
3782,biden
3783,biden
3784,trump
3785,trump
3786,biden
3787,biden
3788,trump
3789,trump
3790,trump
3791,biden
3792,trump
3793,trump
3794,trump
3795,biden
3796,biden
3797,biden
3798,biden
3799,trump
3800,biden
3801,trump
3802,trump
3803,trump
3804,biden
3805,biden
3806,trump
3807,trump
3808,biden
3809,trump
3810,trump
3811,trump
3812,biden
3813,trump
3814,biden
3815,trump
3816,biden
3817,biden
3818,biden
3819,biden
3820,biden
3821,trump
3822,trump
3823,biden
3824,trump
3825,trump
3826,biden
3827,trump
3828,trump
3829,biden
3830,biden
3831,biden
3832,trump
3833,trump
3834,trump
3835,trump
3836,trump
3837,trump
3838,trump
3839,trump
3840,biden
3841,trump
3842,biden
3843,trump
3844,trump
3845,trump
3846,biden
3847,biden
3848,biden
3849,biden
3850,biden
3851,biden
3852,biden
3853,trump
3854,biden
3855,trump
3856,biden
3857,trump
3858,trump
3859,biden
3860,trump
3861,trump
3862,trump
3863,biden
3864,biden
3865,trump
3866,trump
3867,biden
3868,trump
3869,biden
3870,biden
3871,biden
3872,biden
3873,trump
3874,trump
3875,trump
3876,trump
3877,biden
3878,biden
3879,biden
3880,biden
3881,biden
3882,trump
3883,biden
3884,trump
3885,biden
3886,trump
3887,trump
3888,biden
3889,biden
3890,trump
3891,biden
3892,biden
3893,biden
3894,trump
3895,biden
3896,trump
3897,trump
3898,biden
3899,trump
3900,biden
3901,biden
3902,biden
3903,biden
3904,trump
3905,biden
3906,biden
3907,biden
3908,biden
3909,trump
3910,trump
3911,biden
3912,trump
3913,biden
3914,biden
3915,trump
3916,trump
3917,trump
3918,biden
3919,biden
3920,trump
3921,trump
3922,biden
3923,biden
3924,trump
3925,biden
3926,trump
3927,trump
3928,trump
3929,trump
3930,trump
3931,biden
3932,biden
3933,trump
3934,trump
3935,biden
3936,trump
3937,trump
3938,trump
3939,trump
3940,biden
3941,biden
3942,trump
3943,trump
3944,biden
3945,biden
3946,biden
3947,biden
3948,biden
3949,biden
3950,trump
3951,trump
3952,trump
3953,biden
3954,biden
3955,trump
3956,trump
3957,trump
3958,biden
3959,biden
3960,biden
3961,trump
3962,biden
3963,trump
3964,trump
3965,biden
3966,trump
3967,trump
3968,trump
3969,biden
3970,trump
3971,trump
3972,trump
3973,trump
3974,biden
3975,biden
3976,biden
3977,trump
3978,trump
3979,trump
3980,biden
3981,trump
3982,trump
3983,trump
3984,trump
3985,trump
3986,trump
3987,biden
3988,trump
3989,biden
3990,biden
3991,biden
3992,biden
3993,trump
3994,biden
3995,trump
3996,biden
3997,trump
3998,trump
3999,trump
4000,trump
4001,biden
4002,biden
4003,trump
4004,trump
4005,biden
4006,trump
4007,trump
4008,trump
4009,trump
4010,trump
4011,biden
4012,biden
4013,biden
4014,biden
4015,biden
4016,trump
4017,trump
4018,trump
4019,biden
4020,biden
4021,trump
4022,trump
4023,trump
4024,biden
4025,biden
4026,trump
4027,biden
4028,trump
4029,biden
4030,trump
4031,biden
4032,biden
4033,trump
4034,trump
4035,trump
4036,trump
4037,biden
4038,trump
4039,trump
4040,biden
4041,trump
4042,biden
4043,biden
4044,biden
4045,trump
4046,trump
4047,trump
4048,trump
4049,biden
4050,trump
4051,biden
4052,trump
4053,trump
4054,trump
4055,trump
4056,trump
4057,trump
4058,trump
4059,biden
4060,biden
4061,biden
4062,trump
4063,biden
4064,biden
4065,biden
4066,biden
4067,trump
4068,biden
4069,biden
4070,trump
4071,biden
4072,trump
4073,trump
4074,biden
4075,trump
4076,trump
4077,trump
4078,trump
4079,biden
4080,biden
4081,trump
4082,biden
4083,biden
4084,trump
4085,biden
4086,biden
4087,trump
4088,biden
4089,trump
4090,biden
4091,biden
4092,biden
4093,trump
4094,biden
4095,biden
4096,biden
4097,biden
4098,trump
4099,trump
4100,biden
4101,trump
4102,biden
4103,trump
4104,trump
4105,biden
4106,biden
4107,trump
4108,trump
4109,trump
4110,trump
4111,trump
4112,biden
4113,trump
4114,trump
4115,trump
4116,biden
4117,biden
4118,trump
4119,biden
4120,biden
4121,biden
4122,trump
4123,trump
4124,trump
4125,biden
4126,biden
4127,biden
4128,biden
4129,biden
4130,biden
4131,trump
4132,trump
4133,trump
4134,trump
4135,trump
4136,biden
4137,trump
4138,trump
4139,trump
4140,trump
4141,biden
4142,trump
4143,trump
4144,trump
4145,trump
4146,trump
4147,biden
4148,biden
4149,trump
4150,trump
4151,biden
4152,biden
4153,biden
4154,trump
4155,biden
4156,biden
4157,biden
4158,trump
4159,trump
4160,trump
4161,biden
4162,trump
4163,trump
4164,biden
4165,biden
4166,trump
4167,biden
4168,biden
4169,trump
4170,trump
4171,trump
4172,biden
4173,biden
4174,trump
4175,biden
4176,trump
4177,biden
4178,trump
4179,biden
4180,biden
4181,trump
4182,trump
4183,biden
4184,biden
4185,biden
4186,trump
4187,biden
4188,trump
4189,trump
4190,trump
4191,biden
4192,biden
4193,trump
4194,biden
4195,biden
4196,biden
4197,biden
4198,biden
4199,trump
4200,trump
4201,biden
4202,biden
4203,trump
4204,trump
4205,trump
4206,biden
4207,trump
4208,trump
4209,biden
4210,biden
4211,biden
4212,trump
4213,trump
4214,biden
4215,biden
4216,biden
4217,trump
4218,biden
4219,biden
4220,trump
4221,biden
4222,biden
4223,biden
4224,trump
4225,trump
4226,biden
4227,biden
4228,biden
4229,trump
4230,trump
4231,trump
4232,trump
4233,trump
4234,biden
4235,biden
4236,trump
4237,trump
4238,biden
4239,trump
4240,biden
4241,trump
4242,trump
4243,biden
4244,trump
4245,biden
4246,biden
4247,trump
4248,trump
4249,biden
4250,trump
4251,biden
4252,trump
4253,biden
4254,trump
4255,trump
4256,biden
4257,biden
4258,biden
4259,biden
4260,trump
4261,trump
4262,biden
4263,biden
4264,biden
4265,biden
4266,biden
4267,biden
4268,biden
4269,trump
4270,trump
4271,biden
4272,trump
4273,biden
4274,trump
4275,biden
4276,biden
4277,biden
4278,biden
4279,biden
4280,biden
4281,trump
4282,biden
4283,trump
4284,biden
4285,trump
4286,trump
4287,biden
4288,biden
4289,trump
4290,biden
4291,biden
4292,biden
4293,biden
4294,trump
4295,biden
4296,trump
4297,trump
4298,biden
4299,biden
4300,trump
4301,trump
4302,biden
4303,trump
4304,trump
4305,biden
4306,trump
4307,trump
4308,trump
4309,biden
4310,trump
4311,trump
4312,biden
4313,trump
4314,biden
4315,biden
4316,trump
4317,biden
4318,biden
4319,biden
4320,trump
4321,trump
4322,biden
4323,biden
4324,biden
4325,trump
4326,biden
4327,biden
4328,biden
4329,trump
4330,biden
4331,biden
4332,trump
4333,trump
4334,trump
4335,trump
4336,trump
4337,trump
4338,biden
4339,biden
4340,biden
4341,trump
4342,trump
4343,trump
4344,trump
4345,biden
4346,biden
4347,trump
4348,biden
4349,trump
4350,biden
4351,trump
4352,biden
4353,trump
4354,trump
4355,trump
4356,trump
4357,biden
4358,trump
4359,biden
4360,biden
4361,trump
4362,trump
4363,trump
4364,biden
4365,trump
4366,trump
4367,biden
4368,trump
4369,biden
4370,trump
4371,trump
4372,biden
4373,trump
4374,biden
4375,trump
4376,trump
4377,biden
4378,trump
4379,trump
4380,biden
4381,biden
4382,biden
4383,biden
4384,trump
4385,trump
4386,trump
4387,trump
4388,trump
4389,biden
4390,biden
4391,biden
4392,biden
4393,biden
4394,biden
4395,trump
4396,biden
4397,biden
4398,biden
4399,biden
4400,biden
4401,trump
4402,trump
4403,trump
4404,biden
4405,trump
4406,trump
4407,trump
4408,trump
4409,biden
4410,biden
4411,biden
4412,biden
4413,trump
4414,biden
4415,biden
4416,biden
4417,biden
4418,biden
4419,biden
4420,biden
4421,trump
4422,trump
4423,biden
4424,biden
4425,trump
4426,trump
4427,biden
4428,biden
4429,trump
4430,trump
4431,biden
4432,trump
4433,trump
4434,trump
4435,trump
4436,biden
4437,trump
4438,trump
4439,trump
4440,trump
4441,trump
4442,trump
4443,biden
4444,trump
4445,biden
4446,trump
4447,trump
4448,trump
4449,biden
4450,trump
4451,biden
4452,trump
4453,trump
4454,biden
4455,trump
4456,trump
4457,trump
4458,biden
4459,biden
4460,trump
4461,trump
4462,biden
4463,biden
4464,biden
4465,biden
4466,trump
4467,biden
4468,trump
4469,trump
4470,biden
4471,trump
4472,trump
4473,biden
4474,biden
4475,biden
4476,trump
4477,biden
4478,biden
4479,biden
4480,trump
4481,biden
4482,trump
4483,trump
4484,trump
4485,biden
4486,trump
4487,biden
4488,trump
4489,trump
4490,trump
4491,biden
4492,biden
4493,trump
4494,trump
4495,biden
4496,trump
4497,trump
4498,trump
4499,trump
4500,trump
4501,biden
4502,trump
4503,trump
4504,biden
4505,trump
4506,trump
4507,biden
4508,trump
4509,biden
4510,trump
4511,trump
4512,trump
4513,biden
4514,trump
4515,trump
4516,biden
4517,biden
4518,trump
4519,biden
4520,biden
4521,biden
4522,trump
4523,trump
4524,trump
4525,biden
4526,trump
4527,trump
4528,biden
4529,trump
4530,trump
4531,trump
4532,trump
4533,biden
4534,biden
4535,trump
4536,trump
4537,biden
4538,trump
4539,trump
4540,trump
4541,trump
4542,trump
4543,trump
4544,biden
4545,biden
4546,biden
4547,trump
4548,trump
4549,biden
4550,biden
4551,trump
4552,trump
4553,biden
4554,trump
4555,trump
4556,trump
4557,biden
4558,trump
4559,biden
4560,trump
4561,trump
4562,trump
4563,trump
4564,trump
4565,biden
4566,biden
4567,trump
4568,biden
4569,biden
4570,trump
4571,trump
4572,trump
4573,biden
4574,biden
4575,trump
4576,trump
4577,biden
4578,biden
4579,trump
4580,biden
4581,trump
4582,trump
4583,biden
4584,trump
4585,biden
4586,biden
4587,trump
4588,biden
4589,trump
4590,biden
4591,biden
4592,biden
4593,trump
4594,biden
4595,trump
4596,biden
4597,trump
4598,biden
4599,biden
4600,trump
4601,trump
4602,trump
4603,trump
4604,biden
4605,trump
4606,biden
4607,biden
4608,trump
4609,trump
4610,trump
4611,biden
4612,trump
4613,biden
4614,trump
4615,trump
4616,trump
4617,trump
4618,biden
4619,biden
4620,trump
4621,biden
4622,biden
4623,trump
4624,trump
4625,trump
4626,trump
4627,biden
4628,biden
4629,trump
4630,trump
4631,biden
4632,trump
4633,trump
4634,biden
4635,trump
4636,trump
4637,trump
4638,trump
4639,trump
4640,biden
4641,trump
4642,biden
4643,biden
4644,trump
4645,trump
4646,biden
4647,biden
4648,biden
4649,trump
4650,trump
4651,biden
4652,trump
4653,trump
4654,biden
4655,biden
4656,trump
4657,trump
4658,trump
4659,biden
4660,trump
4661,biden
4662,biden
4663,biden
4664,biden
4665,biden
4666,trump
4667,biden
4668,biden
4669,biden
4670,trump
4671,trump
4672,biden
4673,trump
4674,trump
4675,biden
4676,biden
4677,trump
4678,trump
4679,biden
4680,trump
4681,trump
4682,biden
4683,trump
4684,trump
4685,trump
4686,trump
4687,trump
4688,biden
4689,trump
4690,trump
4691,trump
4692,biden
4693,biden
4694,biden
4695,biden
4696,trump
4697,biden
4698,trump
4699,trump
4700,biden
4701,biden
4702,biden
4703,biden
4704,trump
4705,trump
4706,trump
4707,trump
4708,biden
4709,biden
4710,biden
4711,biden
4712,biden
4713,trump
4714,biden
4715,trump
4716,trump
4717,biden
4718,biden
4719,trump
4720,biden
4721,trump
4722,trump
4723,trump
4724,biden
4725,biden
4726,trump
4727,trump
4728,trump
4729,trump
4730,biden
4731,trump
4732,trump
4733,biden
4734,trump
4735,trump
4736,biden
4737,trump
4738,biden
4739,biden
4740,trump
4741,biden
4742,trump
4743,biden
4744,trump
4745,trump
4746,biden
4747,biden
4748,trump
4749,biden
4750,trump
4751,trump
4752,biden
4753,trump
4754,biden
4755,trump
4756,biden
4757,trump
4758,biden
4759,trump
4760,biden
4761,biden
4762,biden
4763,trump
4764,biden
4765,biden
4766,trump
4767,biden
4768,trump
4769,biden
4770,trump
4771,trump
4772,biden
4773,biden
4774,biden
4775,trump
4776,biden
4777,trump
4778,trump
4779,biden
4780,trump
4781,trump
4782,trump
4783,trump
4784,biden
4785,trump
4786,trump
4787,trump
4788,trump
4789,trump
4790,biden
4791,biden
4792,biden
4793,biden
4794,trump
4795,trump
4796,biden
4797,biden
4798,trump
4799,trump
4800,trump
4801,biden
4802,biden
4803,biden
4804,trump
4805,biden
4806,trump
4807,trump
4808,trump
4809,biden
4810,trump
4811,biden
4812,biden
4813,trump
4814,trump
4815,biden
4816,biden
4817,trump
4818,trump
4819,biden
4820,biden
4821,biden
4822,trump
4823,biden
4824,biden
4825,biden
4826,trump
4827,trump
4828,trump
4829,trump
